,tconst,titleType,primaryTitle,originalTitle,startYear,runtimeMinutes,genres,averageRating,numVotes
2029,tt14439896,movie,Father Stu,Father Stu,2022,124,"Biography,Drama",6.5,29189
1232,tt11497716,movie,The Legend,The Legend,2022,161,"Action,Drama,Romance",5,29334
3363,tt14817272,movie,The Weekend Away,The Weekend Away,2022,89,"Crime,Drama,Mystery",5.7,29427
1911,tt11703710,movie,Downton Abbey: A New Era,Downton Abbey: A New Era,2022,124,"Drama,Romance",7.4,30061
1127,tt11460992,movie,Runway 34,Runway 34,2022,145,"Drama,Thriller",7,30143
1291,tt12873562,movie,The Invitation,The Invitation,2022,105,"Horror,Thriller",5.3,30335
189,tt15301048,movie,"Argentina, 1985","Argentina, 1985",2022,140,"Biography,Crime,Drama",7.6,30543
743,tt8960382,movie,Radhe Shyam,Radhe Shyam,2022,138,"Drama,Romance",5.2,31608
882,tt9051908,movie,Living,Living,2022,102,Drama,7.2,31654
666,tt7550014,movie,No Exit,No Exit,2022,95,"Drama,Mystery,Thriller",6.1,31953
1440,tt15600222,movie,An Action Hero,An Action Hero,2022,130,"Action,Comedy,Crime",7,32001
1935,tt9851854,movie,Major,Major,2022,150,"Action,Biography,Drama",8.1,32223
3301,tt12141112,movie,Metal Lords,Metal Lords,2022,97,"Comedy,Music",6.7,32421
2918,tt13320662,movie,Slumberland,Slumberland,2022,117,"Adventure,Comedy,Drama",6.7,32601
702,tt6455162,movie,Bhool Bhulaiyaa 2,Bhool Bhulaiyaa 2,2022,143,"Comedy,Drama,Horror",5.7,32888
4264,tt15083184,movie,I Came By,I Came By,2022,110,Thriller,6.2,32906
162,tt5315210,movie,Lou,Lou,2022,107,"Action,Adventure,Crime",6.1,32924
1644,tt9660502,movie,Close,Close,2022,104,Drama,7.8,33225
4549,tt15145764,movie,Freddy,Freddy,2022,124,"Drama,Mystery,Romance",7.4,33987
2379,tt11827628,movie,Memory,Memory,2022,114,"Action,Crime,Thriller",5.7,34406
1762,tt9731598,movie,Bros,Bros,2022,115,"Comedy,Romance",6.4,34603
3514,tt13456318,movie,Persuasion,Persuasion,2022,108,"Drama,Romance",5.8,34803
3074,tt16428256,movie,Suzume,Suzume no Tojimari,2022,122,"Action,Adventure,Animation",7.6,34997
1012,tt2935622,movie,The School for Good and Evil,The School for Good and Evil,2022,147,"Action,Comedy,Drama",5.9,35307
510,tt8745676,movie,The Swimmers,The Swimmers,2022,134,"Biography,Drama,Sport",7.4,35416
614,tt11301946,movie,Beast,Beast,2022,155,"Action,Comedy,Crime",5.2,36211
1406,tt14253846,movie,Speak No Evil,Speak No Evil,2022,97,"Drama,Horror,Thriller",6.6,36248
1374,tt10701074,movie,Ponniyin Selvan: Part I,Ponniyin Selvan: Part One,2022,167,"Action,Adventure,Drama",7.6,36250
3073,tt13352968,movie,"Good Luck to You, Leo Grande","Good Luck to You, Leo Grande",2022,97,"Comedy,Drama",7.2,36264
2918,tt11976532,movie,Vengeance,Vengeance,2022,107,"Comedy,Music,Mystery",6.8,36486
1371,tt10699086,movie,Bachchhan Paandey,Bachchhan Paandey,2022,147,"Action,Comedy,Crime",5.1,36533
106,tt8356942,movie,The 355,The 355,2022,122,"Action,Thriller",5.6,36978
1692,tt9686790,movie,Shotgun Wedding,Shotgun Wedding,2022,101,"Action,Comedy,Romance",5.5,37395
3760,tt17076046,movie,Weird: The Al Yankovic Story,Weird: The Al Yankovic Story,2022,108,"Comedy,Crime,Music",6.9,37564
1376,tt12908110,movie,Mr. Harrigan's Phone,Mr. Harrigan's Phone,2022,104,"Drama,Horror,Mystery",6,37655
1925,tt9848626,movie,Hotel Transylvania 4: Transformania,Hotel Transylvania: Transformania,2022,87,"Adventure,Animation,Comedy",6,38292
963,tt14128670,movie,Kimi,Kimi,2022,89,"Crime,Drama,Mystery",6.3,38410
369,tt11198810,movie,She Said,She Said,2022,129,"Drama,History",7.3,38452
3480,tt13449624,movie,Jug Jugg Jeeyo,Jug Jugg Jeeyo,2022,148,"Comedy,Drama,Family",6.1,38878
593,tt7466810,movie,777 Charlie,777 Charlie,2022,164,"Adventure,Comedy,Drama",8.7,39185
2520,tt13223398,movie,Beast,Beast,2022,93,"Action,Adventure,Drama",5.6,39697
2401,tt14549466,movie,Crimes of the Future,Crimes of the Future,2022,107,"Drama,Horror,Sci-Fi",5.8,39945
1588,tt14309446,movie,Me Time,Me Time,2022,101,Comedy,5.1,40021
2988,tt12004038,movie,Watcher,Watcher,2022,96,"Drama,Horror,Thriller",6.3,40761
4312,tt13669038,movie,Women Talking,Women Talking,2022,104,Drama,6.9,40890
291,tt1754700,movie,The Prototype,The Prototype,2022,97,"Action,Sci-Fi,Thriller",2.3,41568
429,tt4593060,movie,Pinocchio,Pinocchio,2022,105,"Adventure,Comedy,Drama",5.1,41595
353,tt10223460,movie,Marry Me,Marry Me,2022,112,"Comedy,Music,Romance",6.1,41716
2543,tt20256528,movie,What Is a Woman?,What Is a Woman?,2022,95,Documentary,8.2,41716
163,tt5315212,movie,Senior Year,Senior Year,2022,111,"Comedy,Drama",5.5,43214
1200,tt9288822,movie,The Wonder,The Wonder,2022,108,"Drama,Mystery,Thriller",6.6,43376
1121,tt15501640,movie,Drishyam 2,Drishyam 2,2022,140,"Crime,Drama,Mystery",8.2,43715
730,tt10393870,movie,Jayeshbhai Jordaar,Jayeshbhai Jordaar,2022,121,"Comedy,Drama",6,43942
558,tt6160448,movie,White Noise,White Noise,2022,136,"Comedy,Drama,Horror",5.7,43965
1443,tt10733228,movie,Gehraiyaan,Gehraiyaan,2022,148,"Drama,Romance",5.8,44332
499,tt10298840,movie,Strange World,Strange World,2022,102,"Action,Adventure,Animation",5.7,45126
2461,tt11851548,movie,Orphan: First Kill,Orphan: First Kill,2022,99,"Crime,Drama,Horror",5.9,45370
759,tt10403420,movie,Terrifier 2,Terrifier 2,2022,138,Horror,6.1,45556
500,tt11252248,movie,Dog,Dog,2022,101,"Comedy,Drama",6.5,45583
87,tt3513500,movie,Chip 'n Dale: Rescue Rangers,Chip 'n Dale: Rescue Rangers,2022,97,"Action,Adventure,Animation",7,46516
367,tt4435072,movie,Liger,Liger,2022,140,"Action,Drama,Romance",2.7,47256
1,tt0887261,movie,Hellraiser,Hellraiser,2022,121,"Horror,Mystery,Thriller",5.9,48057
162,tt11116912,movie,Troll,Troll,2022,101,"Action,Adventure,Drama",5.8,48478
2949,tt13327038,movie,Do Revenge,Do Revenge,2022,118,"Comedy,Romance,Thriller",6.3,49177
1965,tt10999120,movie,Spirited,Spirited,2022,127,"Comedy,Family,Musical",6.6,49862
436,tt4614584,movie,Purple Hearts,Purple Hearts,2022,122,"Drama,Music,Romance",6.7,50217
1145,tt11466222,movie,Jackass Forever,Jackass Forever,2022,96,"Action,Comedy,Documentary",6.8,51321
30,tt15255876,movie,Emily the Criminal,Emily the Criminal,2022,97,"Crime,Drama,Mystery",6.7,51915
2698,tt11909878,movie,Hocus Pocus 2,Hocus Pocus 2,2022,103,"Comedy,Family,Fantasy",6,52347
1615,tt9637132,movie,Samrat Prithviraj,Samrat Prithviraj,2022,135,"Action,Drama,History",5.7,53434
127,tt12477480,movie,Decision to Leave,Heojil kyolshim,2022,139,"Crime,Drama,Mystery",7.3,53684
214,tt5500218,movie,Samaritan,Samaritan,2022,102,"Action,Drama,Fantasy",5.7,54552
431,tt4595186,movie,Luckiest Girl Alive,Luckiest Girl Alive,2022,113,"Drama,Mystery,Thriller",6.4,55164
265,tt10168670,movie,Bones and All,Bones and All,2022,131,"Drama,Horror,Romance",6.8,55991
1491,tt2180339,movie,Deep Water,Deep Water,2022,115,"Drama,Mystery,Thriller",5.5,56403
1169,tt8115900,movie,The Bad Guys,The Bad Guys,2022,100,"Adventure,Animation,Comedy",6.8,57126
189,tt8426926,movie,Shamshera,Shamshera,2022,178,"Action,Adventure,Drama",4.7,57166
1194,tt9288046,movie,The Sea Beast,The Sea Beast,2022,115,"Action,Adventure,Animation",7,57310
1164,tt9263550,movie,Rocketry: The Nambi Effect,Rocketry: The Nambi Effect,2022,157,"Biography,Drama",8.7,58085
1760,tt11671006,movie,The Man from Toronto,The Man from Toronto,2022,110,"Action,Adventure,Comedy",5.8,58913
1078,tt9198364,movie,Three Thousand Years of Longing,Three Thousand Years of Longing,2022,108,"Drama,Fantasy,Romance",6.7,59118
4808,tt13841850,movie,Men,Men,2022,100,"Drama,Fantasy,Horror",6.1,59549
2084,tt11755740,movie,Texas Chainsaw Massacre,Texas Chainsaw Massacre,2022,83,"Crime,Horror,Thriller",4.7,60939
134,tt10083340,movie,Gangubai Kathiawadi,Gangubai Kathiawadi,2022,152,"Biography,Crime,Drama",7.8,61412
889,tt14107554,movie,Dasvi,Dasvi,2022,125,"Comedy,Drama",7.5,61470
896,tt14109724,movie,Ticket to Paradise,Ticket to Paradise,2022,104,"Comedy,Romance",6.1,62853
4193,tt13640696,movie,See How They Run,See How They Run,2022,98,"Comedy,Crime,Mystery",6.5,63284
4294,tt13664684,movie,Karthikeya 2,Karthikeya 2,2022,150,"Action,Adventure,Fantasy",7.9,64199
1164,tt8110652,movie,Bodies Bodies Bodies,Bodies Bodies Bodies,2022,94,"Comedy,Horror,Thriller",6.2,64503
924,tt14114802,movie,The Outfit,The Outfit,2022,105,"Crime,Drama,Mystery",7.2,65325
1843,tt9783600,movie,Spiderhead,Spiderhead,2022,106,"Action,Crime,Drama",5.5,65800
3563,tt12262116,movie,Thirteen Lives,Thirteen Lives,2022,147,"Action,Adventure,Biography",7.8,66584
2916,tt20850406,movie,Sita Ramam,Sita Ramam,2022,163,"Action,Drama,Mystery",8.6,67264
1288,tt10665342,movie,Halloween Ends,Halloween Ends,2022,111,"Drama,Horror,Mystery",5,70350
3230,tt1655389,movie,Blonde,Blonde,2022,167,"Drama,History",5.5,71127
1142,tt8093700,movie,The Woman King,The Woman King,2022,135,"Action,Drama,History",6.9,71653
3447,tt14846026,movie,Sisu,Sisu,2022,91,"Action,War",6.9,71857
3934,tt14992922,movie,The Tinder Swindler,The Tinder Swindler,2022,114,"Crime,Documentary",7.1,72430
3301,tt13403046,movie,Fresh,Fresh,2022,114,"Horror,Thriller",6.7,72445
1060,tt9179430,movie,Vikram,Vikram,2022,175,"Action,Crime,Thriller",8.3,73548
684,tt8912936,movie,DC League of Super-Pets,DC League of Super-Pets,2022,105,"Action,Adventure,Animation",7.1,74857
318,tt4273800,movie,The Good Nurse,The Good Nurse,2022,121,"Biography,Crime,Drama",6.8,78249
78,tt5113044,movie,Minions: The Rise of Gru,Minions: The Rise of Gru,2022,87,"Adventure,Animation,Comedy",6.5,83526
3972,tt12412888,movie,Sonic the Hedgehog 2,Sonic the Hedgehog 2,2022,122,"Action,Adventure,Comedy",6.5,85521
1910,tt19770238,movie,Aftersun,Aftersun,2022,102,Drama,7.6,88834
2881,tt13314558,movie,Day Shift,Day Shift,2022,113,"Action,Comedy,Fantasy",6.1,88928
1234,tt18925334,movie,Pearl,Pearl,2022,103,"Drama,Horror,Thriller",7,91282
512,tt10304142,movie,Amsterdam,Amsterdam,2022,134,"Comedy,Drama,History",6.1,91577
2053,tt14444726,movie,Tár,Tár,2022,158,"Drama,Music",7.4,91754
37,tt4998632,movie,Ambulance,Ambulance,2022,136,"Action,Crime,Drama",6.1,95836
2987,tt12003946,movie,Violent Night,Violent Night,2022,112,"Action,Comedy,Thriller",6.7,97729
385,tt5834426,movie,Moonfall,Moonfall,2022,130,"Action,Adventure,Sci-Fi",5.1,97790
2784,tt14641788,movie,Enola Holmes 2,Enola Holmes 2,2022,129,"Action,Adventure,Crime",6.8,98058
279,tt15325794,movie,Fall,Fall,2022,107,"Action,Thriller",6.4,100453
290,tt15327088,movie,Kantara,Kantara,2022,148,"Action,Adventure,Drama",8.2,102208
3591,tt1488589,movie,Guillermo del Toro's Pinocchio,Guillermo del Toro's Pinocchio,2022,117,"Adventure,Animation,Comedy",7.6,111250
614,tt6277462,movie,Brahmastra Part One: Shiva,Brahmastra Part One: Shiva,2022,167,"Action,Adventure,Fantasy",5.6,111336
1234,tt14208870,movie,The Fabelmans,The Fabelmans,2022,151,Drama,7.5,114367
1359,tt9411972,movie,Where the Crawdads Sing,Where the Crawdads Sing,2022,125,"Drama,Mystery,Romance",7.2,117427
1004,tt14138650,movie,The Pale Blue Eye,The Pale Blue Eye,2022,128,"Crime,Horror,Mystery",6.6,122505
498,tt10298810,movie,Lightyear,Lightyear,2022,105,"Action,Adventure,Animation",6.1,122629
1220,tt10638522,movie,Talk to Me,Talk to Me,2022,95,"Horror,Thriller",7.1,132853
525,tt8760708,movie,M3GAN,M3GAN,2022,102,"Horror,Sci-Fi,Thriller",6.4,139388
1057,tt8009428,movie,Hustle,Hustle,2022,117,"Comedy,Drama,Sport",7.3,141966
1434,tt10731256,movie,Don't Worry Darling,Don't Worry Darling,2022,123,"Drama,Mystery,Thriller",6.3,142588
590,tt11291274,movie,The Unbearable Weight of Massive Talent,The Unbearable Weight of Massive Talent,2022,107,"Action,Comedy,Crime",7,147362
1370,tt10698680,movie,K.G.F: Chapter 2,K.G.F: Chapter 2,2022,166,"Action,Crime,Drama",8.3,149281
1145,tt8097030,movie,Turning Red,Turning Red,2022,100,"Adventure,Animation,Comedy",7,149900
74,tt5108870,movie,Morbius,Morbius,2022,104,"Action,Adventure,Horror",5.2,150681
559,tt7405458,movie,A Man Called Otto,A Man Called Otto,2022,126,"Comedy,Drama",7.5,153375
985,tt15474916,movie,Smile,Smile,2022,115,"Horror,Mystery,Thriller",6.5,153918
2916,tt13320622,movie,The Lost City,The Lost City,2022,112,"Action,Adventure,Comedy",6.1,155456
489,tt11245972,movie,Scream,Scream,2022,114,"Horror,Mystery,Thriller",6.3,156639
1226,tt10640346,movie,Babylon,Babylon,2022,189,"Comedy,Drama,History",7.1,163211
1228,tt8178634,movie,RRR,RRR (Rise Roar Revolt),2022,187,"Action,Drama",7.8,165432
3911,tt13560574,movie,X,X,2022,105,"Horror,Mystery,Thriller",6.5,167177
280,tt4123432,movie,Fantastic Beasts: The Secrets of Dumbledore,Fantastic Beasts: The Secrets of Dumbledore,2022,142,"Adventure,Family,Fantasy",6.2,167738
213,tt3915174,movie,Puss in Boots: The Last Wish,Puss in Boots: The Last Wish,2022,102,"Adventure,Animation,Comedy",7.8,170401
490,tt7322224,movie,Triangle of Sadness,Triangle of Sadness,2022,147,"Comedy,Drama",7.3,173600
1960,tt15791034,movie,Barbarian,Barbarian,2022,102,"Horror,Mystery,Thriller",7,176033
43,tt10028196,movie,Laal Singh Chaddha,Laal Singh Chaddha,2022,159,"Comedy,Drama,Romance",5.6,177720
746,tt7657566,movie,Death on the Nile,Death on the Nile,2022,127,"Crime,Drama,Mystery",6.3,185951
1080,tt8041270,movie,Jurassic World Dominion,Jurassic World Dominion,2022,147,"Action,Adventure,Sci-Fi",5.6,201217
4770,tt13833688,movie,The Whale,The Whale,2022,117,Drama,7.7,204753
2518,tt11866324,movie,Prey,Prey,2022,100,"Action,Adventure,Drama",7.1,223896
114,tt2463208,movie,The Adam Project,The Adam Project,2022,106,"Action,Adventure,Comedy",6.7,228585
135,tt3704428,movie,Elvis,Elvis,2022,159,"Biography,Drama,Music",7.3,229605
3176,tt1649418,movie,The Gray Man,The Gray Man,2022,122,"Action,Thriller",6.5,234656
255,tt1016150,movie,All Quiet on the Western Front,Im Westen nichts Neues,2022,148,"Action,Drama,War",7.8,240089
2333,tt11813216,movie,The Banshees of Inisherin,The Banshees of Inisherin,2022,114,"Comedy,Drama",7.7,247711
218,tt11138512,movie,The Northman,The Northman,2022,137,"Action,Adventure,Drama",7,249045
2794,tt1464335,movie,Uncharted,Uncharted,2022,116,"Action,Adventure",6.3,254046
1875,tt10954984,movie,Nope,Nope,2022,130,"Horror,Mystery,Sci-Fi",6.8,260167
700,tt6443346,movie,Black Adam,Black Adam,2022,125,"Action,Adventure,Fantasy",6.2,270205
967,tt9114286,movie,Black Panther: Wakanda Forever,Black Panther: Wakanda Forever,2022,161,"Action,Adventure,Drama",6.7,300570
1810,tt9764362,movie,The Menu,The Menu,2022,107,"Comedy,Horror,Thriller",7.2,381841
1245,tt10648342,movie,Thor: Love and Thunder,Thor: Love and Thunder,2022,118,"Action,Adventure,Comedy",6.2,395314
411,tt12593682,movie,Bullet Train,Bullet Train,2022,127,"Action,Comedy,Thriller",7.3,413914
1405,tt11564570,movie,Glass Onion,Glass Onion,2022,139,"Comedy,Crime,Drama",7.1,433772
1368,tt9419884,movie,Doctor Strange in the Multiverse of Madness,Doctor Strange in the Multiverse of Madness,2022,126,"Action,Adventure,Fantasy",6.9,471559
2795,tt1630029,movie,Avatar: The Way of Water,Avatar: The Way of Water,2022,192,"Action,Adventure,Fantasy",7.6,485397
67,tt6710474,movie,Everything Everywhere All at Once,Everything Everywhere All at Once,2022,139,"Action,Adventure,Comedy",7.8,519100
1591,tt10811166,movie,The Kashmir Files,The Kashmir Files,2022,170,Drama,8.6,573020
149,tt1745960,movie,Top Gun: Maverick,Top Gun: Maverick,2022,130,"Action,Drama",8.2,678252
1187,tt1877830,movie,The Batman,The Batman,2022,176,"Action,Crime,Drama",7.8,772505
3951,tt23846874,movie,Sajini Shinde Ka Viral Video,Sajini Shinde Ka Viral Video,2023,116,"Crime,Mystery,Thriller",6.3,5019
1421,tt29856129,movie,Mayanagari,Mayanagari,2023,137,\N,7.4,5067
282,tt13929998,movie,On a Wing and a Prayer,On a Wing and a Prayer,2023,102,Drama,5.5,5095
1183,tt29536228,movie,EXmas,EXmas,2023,93,Comedy,5.7,5096
3295,tt23052532,movie,Mark Antony,Mark Antony,2023,150,"Action,Comedy,Drama",6.7,5122
416,tt8649252,movie,Scrapper,Scrapper,2023,84,"Comedy,Drama",7,5167
1283,tt18951176,movie,Gulmohar,Gulmohar,2023,131,"Drama,Family",7.6,5167
872,tt9048804,movie,Birth/Rebirth,Birth/Rebirth,2023,101,"Drama,Horror,Thriller",6.2,5192
3850,tt23782248,movie,Custody,Custody,2023,148,"Action,Drama,Thriller",5.8,5195
3059,tt16425284,movie,Mixed by Erry,Mixed by Erry,2023,110,"Comedy,History",7.1,5227
1354,tt29702934,movie,Sila Nodigalil,Sila Nodigalil,2023,94,"Drama,Mystery,Thriller",5.9,5230
1455,tt14270702,movie,God Is a Bullet,God Is a Bullet,2023,156,"Action,Crime,Horror",5.7,5242
177,tt13899570,movie,Kannagi,Kannagi,2023,158,"Drama,Romance",6.8,5258
4264,tt13655120,movie,I.S.S.,I.S.S.,2023,95,"Sci-Fi,Thriller",5.3,5261
1147,tt18747542,movie,Faraway,Faraway,2023,109,"Comedy,Drama,Romance",6.7,5329
928,tt15464390,movie,Mastaney,Mastaney,2023,150,"Action,Drama,History",7.5,5351
3508,tt23334464,movie,10 Days of a Good Man,Iyi Adamin 10 Günü,2023,124,"Crime,Drama,Mystery",6.5,5382
2492,tt20242416,movie,Maamannan,Maamannan,2023,157,"Action,Drama,Thriller",6.7,5428
53,tt6685538,movie,Mavka: The Forest Song,Mavka: Lisova pisnya,2023,99,"Adventure,Animation,Comedy",6.6,5438
3994,tt23865712,movie,Kadak Singh,Kadak Singh,2023,128,"Drama,Thriller",6.4,5442
4155,tt24082438,movie,20 Days in Mariupol,20 Days in Mariupol,2023,95,"Documentary,War",8.5,5471
368,tt15341106,movie,Writer Padmabhushan,Writer Padmabhushan,2023,123,"Comedy,Drama",7.6,5507
99,tt5153956,movie,Last Sentinel,Last Sentinel,2023,117,"Drama,Horror,Sci-Fi",5,5511
3916,tt28358950,movie,Neru,Neru,2023,150,Drama,7.6,5534
1067,tt21385728,movie,Illegal Lives,Illegal Hayatlar,2023,105,Comedy,6.2,5535
3334,tt27930156,movie,I Love You,I Love You,2023,93,"Drama,Romance,Thriller",5.4,5643
3143,tt22892546,movie,Akelli,Akelli,2023,127,"Drama,Thriller",6.5,5659
1982,tt21979910,movie,The Passenger,The Passenger,2023,94,"Drama,Thriller",6.4,5661
450,tt2560092,movie,The Magician's Elephant,The Magician's Elephant,2023,99,"Adventure,Animation,Comedy",6.5,5675
822,tt9013340,movie,Fool's Paradise,Fool's Paradise,2023,98,Comedy,4.7,5700
37,tt17219484,movie,Clock,Clock,2023,91,"Drama,Horror,Thriller",5,5706
2653,tt11905536,movie,Gumraah,Gumraah,2023,130,"Action,Crime,Drama",6.5,5740
966,tt29301456,movie,Farrey,Farrey,2023,130,"Crime,Drama,Thriller",6.3,5778
386,tt25405130,movie,Dada,Dada,2023,133,"Drama,Family,Romance",8.1,5813
2766,tt27619382,movie,It's a Wonderful Knife,It's a Wonderful Knife,2023,87,"Comedy,Horror,Mystery",5.2,5870
3001,tt22796890,movie,Hell House LLC Origins: The Carmichael Manor,Hell House LLC Origins: The Carmichael Manor,2023,98,"Horror,Mystery",6.2,5870
1790,tt19712072,movie,Chengiz,Chengiz,2023,150,"Action,Crime,Thriller",7.8,5958
1397,tt21638298,movie,Wingwomen,Voleuses,2023,116,"Action,Comedy,Crime",5.7,5961
3623,tt28182736,movie,Puppy Love,Puppy Love,2023,106,Comedy,6.3,5964
1939,tt14407884,movie,Mujib: The Making of Nation,Mujib: The Making of Nation,2023,176,"Biography,Drama,History",4.7,5987
2777,tt20672534,movie,Zom 100: Bucket List of the Dead,Zom 100: Zombie ni Naru made ni Shitai 100 no Koto,2023,128,"Action,Comedy,Fantasy",5.5,5996
4100,tt24059780,movie,Virupaksha,Virupaksha,2023,145,"Action,Drama,Horror",7.2,6006
337,tt15334430,movie,Dog Gone,Dog Gone,2023,95,"Biography,Drama,Family",6.1,6014
405,tt8637498,movie,The Monkey King,The Monkey King,2023,97,"Action,Adventure,Animation",5.7,6022
865,tt21335356,movie,Please Don't Destroy: The Treasure of Foggy Mountain,Please Don't Destroy: The Treasure of Foggy Mountain,2023,92,Comedy,6.1,6022
2366,tt27458291,movie,Annapoorani,Annapoorani: The Goddess of Food,2023,146,Drama,3.7,6028
3400,tt14827638,movie,The Retirement Plan,The Retirement Plan,2023,103,"Action,Comedy,Crime",5.1,6076
2922,tt22751230,movie,Slum Dog Husband,Slum Dog Husband,2023,122,"Comedy,Drama",6.8,6088
2197,tt19883634,movie,The Old Oak,The Old Oak,2023,113,Drama,7.1,6115
164,tt5316648,movie,Blind,Blind,2023,124,"Crime,Drama,Thriller",4,6118
2176,tt11773308,movie,Ranga Maarthaanda,Rangamarthanda,2023,153,Drama,8.1,6138
2585,tt27540185,movie,Chithha,Chithha,2023,140,"Drama,Thriller",8.3,6181
498,tt18083578,movie,57 Seconds,57 Seconds,2023,99,"Sci-Fi,Thriller",5.4,6187
543,tt15387190,movie,Veera Simha Reddy,Veera Simha Reddy,2023,170,"Action,Drama",4.9,6213
1860,tt10950320,movie,Rumble Through the Dark,Rumble Through the Dark,2023,116,"Action,Drama,Thriller",6.1,6219
2819,tt22640398,movie,V/H/S/85,V/H/S/85,2023,110,"Horror,Thriller",5.6,6225
633,tt10364034,movie,"Miraculous: Ladybug & Cat Noir, the Movie",Miraculous - Le film,2023,105,"Action,Adventure,Animation",6.1,6233
1322,tt14225838,movie,Io Capitano,Io capitano,2023,121,Drama,7.6,6296
3233,tt16565742,movie,Hidden Blade,Wu ming,2023,128,"Drama,History,Thriller",6.3,6305
1024,tt7991508,movie,Finestkind,Finestkind,2023,126,"Crime,Drama,Thriller",6,6324
3444,tt23219684,movie,Mighty Morphin Power Rangers: Once & Always,Mighty Morphin Power Rangers: Once & Always,2023,55,"Action,Adventure,Family",5.7,6341
901,tt26440619,movie,Afire,Roter Himmel,2023,102,"Comedy,Drama,Romance",7.2,6374
719,tt26258634,movie,7:11 PM,7:11 PM,2023,142,"Action,Sci-Fi,Thriller",5.6,6399
4010,tt12427158,movie,A Thousand and One,A Thousand and One,2023,117,"Crime,Drama",7,6408
2835,tt27655393,movie,Love You Ram,Love You Ram,2023,118,"Drama,Romance",5.5,6438
3767,tt28282716,movie,Trial Period,Trial Period,2023,105,"Comedy,Drama",7,6452
1602,tt15683734,movie,It Lives Inside,It Lives Inside,2023,99,"Drama,Horror,Thriller",5.2,6472
2515,tt20249418,movie,Romancham,Romancham,2023,130,"Comedy,Horror",7.5,6505
338,tt15334488,movie,After Everything,After Everything,2023,93,"Drama,Romance",4.7,6526
2187,tt13141250,movie,The Ritual Killer,The Ritual Killer,2023,92,"Crime,Mystery,Thriller",4.3,6537
2476,tt16127696,movie,There's Something Wrong with the Children,There's Something Wrong with the Children,2023,92,"Horror,Mystery",5,6538
787,tt15433600,movie,Khufiya,Khufiya,2023,157,"Action,Biography,Crime",6.1,6566
1093,tt9204328,movie,Dark Harvest,Dark Harvest,2023,96,"Fantasy,Horror",5.5,6578
2841,tt20768712,movie,Book Club: The Next Chapter,Book Club: The Next Chapter,2023,107,Comedy,5.6,6589
1718,tt15717242,movie,Kanjoos Makhichoos,Kanjoos Makhichoos,2023,116,"Comedy,Drama,Family",6.6,6668
1077,tt18561736,movie,The Great Indian Family,The Great Indian Family,2023,112,Family,5.7,6671
1138,tt14181816,movie,Maggie Moore(s),Maggie Moore(s),2023,99,"Comedy,Crime,Mystery",6.2,6692
2308,tt20115096,movie,A Tourist's Guide to Love,A Tourist's Guide to Love,2023,94,"Adventure,Comedy,Romance",5.7,6702
359,tt12579470,movie,Robots,Robots,2023,93,"Comedy,Romance,Sci-Fi",5.5,6725
1418,tt19175696,movie,Sister Death,Hermana muerte,2023,91,"Horror,Mystery",5.7,6792
3631,tt17009348,movie,DogMan,Dogman,2023,113,"Crime,Drama,Thriller",6.7,6876
2961,tt11992424,movie,Saptha Sagaradaache Ello - Side A,Sapta Sagaradaache Ello: Side A,2023,142,"Drama,Romance",8.3,6878
379,tt4460800,movie,The Kitchen,The Kitchen,2023,107,"Adventure,Drama,Sci-Fi",4.8,6881
516,tt7354440,movie,Tin & Tina,Tin & Tina,2023,119,"Horror,Mystery,Thriller",4.7,6885
1874,tt27125266,movie,Ghost,Ghost,2023,132,"Action,Thriller",6.6,6954
3292,tt27906902,movie,Chakravyuham: The Trap,Chakravyuham: The Trap,2023,111,"Crime,Mystery,Thriller",6.5,7002
1455,tt19246408,movie,The Nightingale of Bursa,Bursa Bülbülü,2023,120,"Comedy,Drama,Music",6.8,7024
3258,tt27881338,movie,Regina,Regina,2023,118,"Crime,Thriller",5.2,7062
1925,tt27145269,movie,Mr. Monk's Last Case: A Monk Movie,Mr. Monk's Last Case: A Monk Movie,2023,97,"Comedy,Crime,Mystery",6.8,7136
3722,tt14923260,movie,Chupa,Chupa,2023,95,"Action,Adventure,Drama",5.5,7144
114,tt15282148,movie,A Beautiful Life,A Beautiful Life,2023,98,"Drama,Music,Romance",6.4,7269
327,tt25274786,movie,Kannur Squad,Kannur Squad,2023,161,"Action,Crime,Drama",7.7,7456
2547,tt13231544,movie,About Dry Grasses,Kuru Otlar Üstüne,2023,197,Drama,8,7458
1065,tt18559904,movie,Mr. Pregnant,Mr. Pregnant,2023,135,"Action,Comedy,Drama",6.8,7485
385,tt13968674,movie,Fingernails,Fingernails,2023,113,"Drama,Romance,Sci-Fi",5.8,7486
2029,tt13097932,movie,One Life,One Life,2023,110,"Biography,Drama,History",7.6,7497
3095,tt22868844,movie,Black Clover: Sword of the Wizard King,Black Clover: Sword of the Wizard King,2023,110,"Action,Adventure,Animation",7.4,7527
106,tt15281402,movie,Waltair Veerayya,Waltair Veerayya,2023,155,"Action,Drama",6.2,7549
907,tt18363072,movie,The Royal Hotel,The Royal Hotel,2023,91,Thriller,5.8,7556
403,tt15351980,movie,Vacation Friends 2,Vacation Friends 2,2023,106,"Action,Adventure,Comedy",5.3,7782
508,tt15380630,movie,Kushi,Kushi,2023,163,"Comedy,Drama,Romance",5.4,7794
4486,tt15134398,movie,King of Kotha,King of Kotha,2023,174,"Action,Crime,Drama",6.1,7913
